Strategy,Model,Subject,Question_Number,Difficulty,Runtime,Status,Question,Correct_Answer,Model_Answer
five-shot,llama-3.1-8b,advanced_math,30,Easy,12.02,Correct,"The given equation relates the variables r, s, and t. Which equation correctly expresses s in terms of r and t?

6r = 7s + t",D,D
five-shot,llama-3.1-8b,advanced_math,35,Hard,13.92,Correct,"In the xy-plane, a line with equation 2y = c for some constant c intersects a parabola at exactly one point. If the parabola has equation y = −2x² + 9x, what is the value of c?",B,B
five-shot,llama-3.1-8b,advanced_math,33,Medium,1.33,Correct,"The given equation relates the positive numbers m, n, and p. Which equation correctly gives n in terms of m and p?

7m = 5(n + p)",B,B
five-shot,llama-3.1-8b,advanced_math,38,Medium,7.53,Correct,"What is the solution to the equation below?

(2(x + 1))/(x + 5) = 1 − 1/(x + 5)",B,B
five-shot,llama-3.1-8b,advanced_math,40,Medium,4.55,Correct,"If the ordered pair (x, y) satisfies the system of equations below, what is one possible value of x?

y = x² − 4x + 4
y = 4 − x","['A', 'D']",A
five-shot,llama-3.1-8b,advanced_math,32,Easy,12.5,Correct,"The graphs of the given equations in the xy-plane intersect at the point (x, y). What is a possible value of x?

y = 76
y = x^2 - 5",B,B
five-shot,llama-3.1-8b,advanced_math,37,Medium,9.71,Correct,"What is the product of the solutions to the given equation?

(x − 4)(x + 2)(x − 1) = 0",D,D
five-shot,llama-3.1-8b,advanced_math,28,Hard,31.72,Correct,"In the xy-plane, a line with equation 2y = 4.5 intersects a parabola at exactly one point. If the parabola has equation y = -4x² + bx, where b is a positive constant, what is the value of b?",C,C
five-shot,llama-3.1-8b,advanced_math,42,Medium,0.96,Correct,"A rectangle has a length that is 15 times its width. The function y = (15w)(w) represents this situation, where y is the area, in square feet, of the rectangle and y > 0. Which of the following is the best interpretation of 15w in this context?",A,A
five-shot,llama-3.1-8b,advanced_math,44,Hard,2.75,Correct,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,A
five-shot,llama-3.1-8b,advanced_math,45,Hard,2.43,Correct,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,A
five-shot,llama-3.1-8b,advanced_math,46,Easy,0.91,Correct,"The graph shows the height above ground, in meters, of a ball x seconds after the ball was launched upward from a platform. Which statement is the best interpretation of the marked point (1.0, 4.8) in this context?",A,A
five-shot,llama-3.1-8b,advanced_math,47,Hard,6.52,Correct,"The given function ( f(x) = 9,000(0.66)^x ) models the number of advertisements a company sent to its clients each year, where ( x ) represents the number of years since 1997, and ( 0 leq x leq 5 ). If ( y = f(x) ) is graphed in the xy-plane, which of the following is the best interpretation of the y-intercept of the graph in this context?",D,D
five-shot,llama-3.1-70b,advanced_math,4,Easy,3.36,Correct,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,B
five-shot,llama-3.1-70b,advanced_math,9,Medium,4.73,Correct,"(2x + 5)² − (x − 2) + 2(x + 3)

Which of the following is equivalent to the expression above?",A,A
five-shot,llama-3.1-70b,advanced_math,13,Easy,6.07,Correct,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,B
five-shot,llama-3.1-70b,advanced_math,7,Easy,3.65,Correct,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,B
five-shot,llama-3.1-70b,advanced_math,12,Easy,5.53,Correct,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,B
five-shot,llama-3.1-70b,advanced_math,20,Easy,0.57,Correct,Which expression is equivalent to \( 20w - (4w + 3w) \)?,B,B
five-shot,llama-3.1-70b,advanced_math,30,Easy,3.26,Correct,"The given equation relates the variables r, s, and t. Which equation correctly expresses s in terms of r and t?

6r = 7s + t",D,D
five-shot,llama-3.1-70b,advanced_math,33,Medium,4.35,Correct,"The given equation relates the positive numbers m, n, and p. Which equation correctly gives n in terms of m and p?

7m = 5(n + p)",B,B
five-shot,llama-3.1-70b,advanced_math,38,Medium,7.16,Correct,"What is the solution to the equation below?

(2(x + 1))/(x + 5) = 1 − 1/(x + 5)",B,B
five-shot,llama-3.1-70b,advanced_math,40,Medium,0.89,Correct,"If the ordered pair (x, y) satisfies the system of equations below, what is one possible value of x?

y = x² − 4x + 4
y = 4 − x","['A', 'D']",A
five-shot,llama-3.1-70b,advanced_math,37,Medium,3.48,Correct,"What is the product of the solutions to the given equation?

(x − 4)(x + 2)(x − 1) = 0",D,D
five-shot,llama-3.1-70b,advanced_math,42,Medium,5.01,Correct,"A rectangle has a length that is 15 times its width. The function y = (15w)(w) represents this situation, where y is the area, in square feet, of the rectangle and y > 0. Which of the following is the best interpretation of 15w in this context?",A,A
five-shot,llama-3.1-70b,advanced_math,43,Hard,0.62,Correct,"The quadratic function h is defined as shown. In the xy-plane, the graph of y = h(x) intersects the x-axis at the points (0, 0) and (t, 0), where t is a constant. What is the value of t?",D,D
five-shot,llama-3.1-70b,advanced_math,44,Hard,2.66,Correct,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,A
five-shot,llama-3.1-70b,advanced_math,45,Hard,3.53,Correct,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,A
five-shot,llama-3.1-70b,advanced_math,46,Easy,3.64,Correct,"The graph shows the height above ground, in meters, of a ball x seconds after the ball was launched upward from a platform. Which statement is the best interpretation of the marked point (1.0, 4.8) in this context?",A,A
five-shot,llama-3.1-70b,advanced_math,47,Hard,0.8,Correct,"The given function ( f(x) = 9,000(0.66)^x ) models the number of advertisements a company sent to its clients each year, where ( x ) represents the number of years since 1997, and ( 0 leq x leq 5 ). If ( y = f(x) ) is graphed in the xy-plane, which of the following is the best interpretation of the y-intercept of the graph in this context?",D,D
five-shot,llama-3.1-405b,advanced_math,9,Medium,6.16,Correct,"(2x + 5)² − (x − 2) + 2(x + 3)

Which of the following is equivalent to the expression above?",A,A
five-shot,llama-3.1-405b,advanced_math,7,Easy,3.86,Correct,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,B
five-shot,llama-3.1-405b,advanced_math,8,Hard,6.51,Correct,"(ax + 3)(5x² − bx + 4) = 20x³ − 9x² − 2x + 12

The equation above is true for all x, where a and b are constants. What is the value of ab?",C,C
five-shot,llama-3.1-405b,advanced_math,12,Easy,4.12,Correct,"Which expression is equivalent to (m⁴q⁴z⁻¹)(mq⁵z³), where m, q, and z are positive?",B,B
five-shot,llama-3.1-405b,advanced_math,10,Medium,4.07,Correct,Which of the following is equivalent to the expression x⁴ − x² − 6?,B,B
five-shot,llama-3.1-405b,advanced_math,20,Easy,2.72,Correct,Which expression is equivalent to \( 20w - (4w + 3w) \)?,B,B
five-shot,llama-3.1-405b,advanced_math,21,Medium,4.06,Correct,A system of equations consists of a quadratic equation and a linear equation. The equations in this system are graphed in the xy-plane shown in img123.png. How many solutions does this system have?,C,C
five-shot,llama-3.1-405b,advanced_math,30,Easy,2.72,Correct,"The given equation relates the variables r, s, and t. Which equation correctly expresses s in terms of r and t?

6r = 7s + t",D,D
five-shot,llama-3.1-405b,advanced_math,35,Hard,7.16,Correct,"In the xy-plane, a line with equation 2y = c for some constant c intersects a parabola at exactly one point. If the parabola has equation y = −2x² + 9x, what is the value of c?",B,B
five-shot,llama-3.1-405b,advanced_math,33,Medium,5.8,Correct,"The given equation relates the positive numbers m, n, and p. Which equation correctly gives n in terms of m and p?

7m = 5(n + p)",B,B
five-shot,llama-3.1-405b,advanced_math,38,Medium,3.61,Correct,"What is the solution to the equation below?

(2(x + 1))/(x + 5) = 1 − 1/(x + 5)",B,B
five-shot,llama-3.1-405b,advanced_math,40,Medium,5.38,Correct,"If the ordered pair (x, y) satisfies the system of equations below, what is one possible value of x?

y = x² − 4x + 4
y = 4 − x","['A', 'D']",A
five-shot,llama-3.1-405b,advanced_math,32,Easy,3.14,Correct,"The graphs of the given equations in the xy-plane intersect at the point (x, y). What is a possible value of x?

y = 76
y = x^2 - 5",B,B
five-shot,llama-3.1-405b,advanced_math,37,Medium,3.54,Correct,"What is the product of the solutions to the given equation?

(x − 4)(x + 2)(x − 1) = 0",D,D
five-shot,llama-3.1-405b,advanced_math,42,Medium,0.97,Correct,"A rectangle has a length that is 15 times its width. The function y = (15w)(w) represents this situation, where y is the area, in square feet, of the rectangle and y > 0. Which of the following is the best interpretation of 15w in this context?",A,A
five-shot,llama-3.1-405b,advanced_math,44,Hard,2.36,Correct,The function f is defined by f(x) = (-8)(2)^x + 22. What is the y-intercept of the graph of y = f(x) in the xy-plane?,A,A
five-shot,llama-3.1-405b,advanced_math,46,Easy,4.67,Correct,"The graph shows the height above ground, in meters, of a ball x seconds after the ball was launched upward from a platform. Which statement is the best interpretation of the marked point (1.0, 4.8) in this context?",A,A
five-shot,llama-3.1-405b,advanced_math,47,Hard,2.63,Correct,"The given function ( f(x) = 9,000(0.66)^x ) models the number of advertisements a company sent to its clients each year, where ( x ) represents the number of years since 1997, and ( 0 leq x leq 5 ). If ( y = f(x) ) is graphed in the xy-plane, which of the following is the best interpretation of the y-intercept of the graph in this context?",D,D
five-shot,gemini-1.5-flash,geometry,7,Medium,1.38,Correct,"What is the volume, in cubic centimeters, of a right rectangular prism that has a length of 4 centimeters, a width of 9 centimeters, and a height of 10 centimeters?",360,360
five-shot,gemini-1.5-flash,geometry,1,Medium,5.36,Correct,"A right circular cylinder has a volume of 45π. If the height of the cylinder is 5, what is the radius of the cylinder?",A,A
five-shot,gemini-1.5-flash,geometry,16,Hard,3.66,Correct,"A manufacturer determined that right cylindrical containers with a height that is 4 inches longer than the radius offer the optimal number of containers to be displayed on a shelf. Which of the following expresses the volume, V, in cubic inches, of such containers, where r is the radius, in inches?",D,D
five-shot,gemini-1.5-flash,geometry,32,Medium,4.99,Correct,"Two nearby trees are perpendicular to the ground, which is flat. One of these trees is 10 feet tall and has a shadow that is 5 feet long. At the same time, the shadow of the other tree is 2 feet long. How tall, in feet, is the other tree?",B,B
five-shot,gemini-1.5-flash,geometry,3,Easy,0.91,Correct,"The side length of a square is 55 centimeters (cm). What is the area, in cm², of the square?",C,C
five-shot,gemini-1.5-flash,geometry,31,Easy,2.57,Correct,"In triangle XYZ, the measure of angle X is 24° and the measure of angle Y is 98°. What is the measure of angle Z?",A,A
five-shot,gemini-1.5-flash,geometry,17,Easy,1.46,Correct,"Triangle ABC and triangle DEF are similar triangles, where AB and DE are corresponding sides. If DE = 2AB and the perimeter of triangle ABC is 20, what is the perimeter of triangle DEF?",B,B
five-shot,gemini-1.5-flash,geometry,15,Medium,1.33,Correct,"A circle has a circumference of 31π centimeters. What is the diameter, in centimeters, of the circle?",31,31
five-shot,gemini-1.5-flash,geometry,39,Medium,1.02,Correct,"Triangle ABC is similar to triangle XYZ, such that A, B, and C correspond to X, Y, and Z respectively. The length of each side of triangle XYZ is 2 times the length of its corresponding side in triangle ABC. The measure of side AB is 16. What is the measure of side XY?",D,D
five-shot,gemini-1.5-flash,geometry,5,Medium,4.39,Correct,"Square X has a side length of 12 centimeters. The perimeter of square Y is 2 times the perimeter of square X. What is the length, in centimeters, of one side of square Y?",D,D
five-shot,gpt-4o-mini,geometry,32,Medium,18.83,Correct,"Two nearby trees are perpendicular to the ground, which is flat. One of these trees is 10 feet tall and has a shadow that is 5 feet long. At the same time, the shadow of the other tree is 2 feet long. How tall, in feet, is the other tree?",B,B
five-shot,gpt-4o-mini,geometry,14,Hard,11.05,Correct,A right circular cone has a height of 22 centimeters (cm) and a base with a diameter of 6 cm. The volume of this cone is nπ cm³. What is the value of n?,66,66
five-shot,gpt-4o-mini,geometry,1,Medium,7.26,Correct,"A right circular cylinder has a volume of 45π. If the height of the cylinder is 5, what is the radius of the cylinder?",A,A
five-shot,gpt-4o-mini,geometry,49,Hard,13.49,Correct,"The perimeter of an equilateral triangle is 624 centimeters. The height of this triangle is k√3 centimeters, where k is a constant. What is the value of k?",104,104
five-shot,gpt-4o-mini,geometry,39,Medium,1.74,Correct,"Triangle ABC is similar to triangle XYZ, such that A, B, and C correspond to X, Y, and Z respectively. The length of each side of triangle XYZ is 2 times the length of its corresponding side in triangle ABC. The measure of side AB is 16. What is the measure of side XY?",D,D
five-shot,gpt-4o-mini,geometry,5,Medium,5.46,Correct,"Square X has a side length of 12 centimeters. The perimeter of square Y is 2 times the perimeter of square X. What is the length, in centimeters, of one side of square Y?",D,D
five-shot,gpt-4o-mini,geometry,17,Easy,5.9,Correct,"Triangle ABC and triangle DEF are similar triangles, where AB and DE are corresponding sides. If DE = 2AB and the perimeter of triangle ABC is 20, what is the perimeter of triangle DEF?",B,B
five-shot,gpt-4o,geometry,30,Hard,8.02,Correct,"In triangle ABC, the measure of angle B is 90° and BD is an altitude of the triangle. The length of AB is 15 and the length of AC is 23 greater than the length of AB. What is the value of BC/BD?",D,D
five-shot,gpt-4o,geometry,32,Medium,16.59,Correct,"Two nearby trees are perpendicular to the ground, which is flat. One of these trees is 10 feet tall and has a shadow that is 5 feet long. At the same time, the shadow of the other tree is 2 feet long. How tall, in feet, is the other tree?",B,B
five-shot,gpt-4o,geometry,3,Easy,11.55,Correct,"The side length of a square is 55 centimeters (cm). What is the area, in cm², of the square?",C,C
five-shot,gpt-4o,geometry,7,Medium,0.95,Correct,"What is the volume, in cubic centimeters, of a right rectangular prism that has a length of 4 centimeters, a width of 9 centimeters, and a height of 10 centimeters?",360,360
five-shot,gpt-4o,geometry,1,Medium,2.01,Correct,"A right circular cylinder has a volume of 45π. If the height of the cylinder is 5, what is the radius of the cylinder?",A,A
five-shot,gpt-4o,geometry,10,Medium,6.77,Correct,"A cylinder has a diameter of 8 inches and a height of 12 inches. What is the volume, in cubic inches, of the cylinder?",C,C
five-shot,gpt-4o,geometry,42,Medium,6.26,Correct,"In right triangle RST, the sum of the measures of angle R and angle S is 90 degrees. The value of sin(R) is √15/4. What is the value of cos(S)?",B,B
five-shot,gpt-4o,geometry,2,Hard,5.68,Correct,Square A has side lengths that are 166 times the side lengths of square B. The area of square A is k times the area of square B. What is the value of k?,27556,27556
five-shot,gpt-4o,geometry,37,Hard,3.63,Correct,"Triangle XYZ is similar to triangle RST such that X, Y, and Z correspond to R, S, and T, respectively. The measure of ∠Z is 20° and 2XY = RS. What is the measure of ∠T?",C,C
five-shot,gpt-4o,geometry,18,Hard,5.71,Correct,"A rectangular poster has an area of 360 square inches. A copy of the poster is made in which the length and width of the original poster are each increased by 20%. What is the area of the copy, in square inches?",518.4,518.4
five-shot,gpt-4o,geometry,14,Hard,6.17,Correct,A right circular cone has a height of 22 centimeters (cm) and a base with a diameter of 6 cm. The volume of this cone is nπ cm³. What is the value of n?,66,66
five-shot,llama-3.1-70b,geometry,4,Medium,5.5,Correct,What is the length of one side of a square that has the same area as a circle with radius 2?,C,C
five-shot,llama-3.1-70b,geometry,10,Medium,6.07,Correct,"A cylinder has a diameter of 8 inches and a height of 12 inches. What is the volume, in cubic inches, of the cylinder?",C,C
five-shot,llama-3.1-70b,geometry,2,Hard,0.25,Correct,Square A has side lengths that are 166 times the side lengths of square B. The area of square A is k times the area of square B. What is the value of k?,27556,27556
five-shot,llama-3.1-70b,geometry,37,Hard,2.7,Correct,"Triangle XYZ is similar to triangle RST such that X, Y, and Z correspond to R, S, and T, respectively. The measure of ∠Z is 20° and 2XY = RS. What is the measure of ∠T?",C,C
five-shot,llama-3.1-70b,geometry,42,Medium,0.9,Correct,"In right triangle RST, the sum of the measures of angle R and angle S is 90 degrees. The value of sin(R) is √15/4. What is the value of cos(S)?",B,B
five-shot,llama-3.1-70b,geometry,39,Medium,0.77,Correct,"Triangle ABC is similar to triangle XYZ, such that A, B, and C correspond to X, Y, and Z respectively. The length of each side of triangle XYZ is 2 times the length of its corresponding side in triangle ABC. The measure of side AB is 16. What is the measure of side XY?",D,D
five-shot,llama-3.1-70b,geometry,16,Hard,3.94,Correct,"A manufacturer determined that right cylindrical containers with a height that is 4 inches longer than the radius offer the optimal number of containers to be displayed on a shelf. Which of the following expresses the volume, V, in cubic inches, of such containers, where r is the radius, in inches?",D,D
five-shot,llama-3.1-70b,geometry,7,Medium,1.18,Correct,"What is the volume, in cubic centimeters, of a right rectangular prism that has a length of 4 centimeters, a width of 9 centimeters, and a height of 10 centimeters?",360,360
five-shot,llama-3.1-70b,geometry,6,Easy,0.8,Correct,"The area of a square is 64 square inches. What is the side length, in inches, of this square?",A,A
five-shot,llama-3.1-405b,geometry,3,Easy,0.56,Correct,"The side length of a square is 55 centimeters (cm). What is the area, in cm², of the square?",C,C
five-shot,llama-3.1-405b,geometry,10,Medium,4.04,Correct,"A cylinder has a diameter of 8 inches and a height of 12 inches. What is the volume, in cubic inches, of the cylinder?",C,C
five-shot,llama-3.1-405b,geometry,41,Medium,0.8,Correct,"Triangle FGH is similar to triangle JKL, where angle F corresponds to angle J and angles G and K are right angles. If sin(F) = 308/317, what is the value of sin(J)?",B,B
five-shot,llama-3.1-405b,geometry,42,Medium,4.8,Correct,"In right triangle RST, the sum of the measures of angle R and angle S is 90 degrees. The value of sin(R) is √15/4. What is the value of cos(S)?",B,B
five-shot,llama-3.1-405b,geometry,15,Medium,0.7,Correct,"A circle has a circumference of 31π centimeters. What is the diameter, in centimeters, of the circle?",31,31
five-shot,llama-3.1-405b,geometry,39,Medium,3.55,Correct,"Triangle ABC is similar to triangle XYZ, such that A, B, and C correspond to X, Y, and Z respectively. The length of each side of triangle XYZ is 2 times the length of its corresponding side in triangle ABC. The measure of side AB is 16. What is the measure of side XY?",D,D
five-shot,llama-3.1-405b,geometry,7,Medium,0.65,Correct,"What is the volume, in cubic centimeters, of a right rectangular prism that has a length of 4 centimeters, a width of 9 centimeters, and a height of 10 centimeters?",360,360
five-shot,llama-3.1-405b,geometry,6,Easy,0.61,Correct,"The area of a square is 64 square inches. What is the side length, in inches, of this square?",A,A
five-shot,llama-3.1-405b,geometry,40,Easy,2.55,Correct,"In triangle XYZ, the measure of angle X is 23° and the measure of angle Y is 66°. What is the measure of angle Z?",C,C
five-shot,llama-3.1-405b,geometry,5,Medium,5.23,Correct,"Square X has a side length of 12 centimeters. The perimeter of square Y is 2 times the perimeter of square X. What is the length, in centimeters, of one side of square Y?",D,D
five-shot,llama-3.1-405b,geometry,8,Hard,6.91,Correct,"A cube has an edge length of 68 inches. A solid sphere with a radius of 34 inches is inside the cube, such that the sphere touches the center of each face of the cube. To the nearest cubic inch, what is the volume of the space in the cube not taken up by the sphere?",A,A
five-shot,gpt-4,geometry,17,Easy,8.21,Correct,"Triangle ABC and triangle DEF are similar triangles, where AB and DE are corresponding sides. If DE = 2AB and the perimeter of triangle ABC is 20, what is the perimeter of triangle DEF?",B,B
five-shot,gpt-4,geometry,30,Hard,32.59,Correct,"In triangle ABC, the measure of angle B is 90° and BD is an altitude of the triangle. The length of AB is 15 and the length of AC is 23 greater than the length of AB. What is the value of BC/BD?",D,D
five-shot,gpt-4,geometry,6,Easy,1.29,Correct,"The area of a square is 64 square inches. What is the side length, in inches, of this square?",A,A
five-shot,gpt-4,geometry,20,Easy,23.71,Correct,"What is the area, in square centimeters, of a rectangle with a length of 34 centimeters (cm) and a width of 29 cm?",986,986
five-shot,gpt-4,geometry,1,Medium,4.17,Correct,"A right circular cylinder has a volume of 45π. If the height of the cylinder is 5, what is the radius of the cylinder?",A,A
five-shot,gpt-4,geometry,18,Hard,16.22,Correct,"A rectangular poster has an area of 360 square inches. A copy of the poster is made in which the length and width of the original poster are each increased by 20%. What is the area of the copy, in square inches?",518.4,518.4
five-shot,gpt-4,geometry,41,Medium,32.08,Correct,"Triangle FGH is similar to triangle JKL, where angle F corresponds to angle J and angles G and K are right angles. If sin(F) = 308/317, what is the value of sin(J)?",B,B
five-shot,gpt-4,geometry,31,Easy,17.99,Correct,"In triangle XYZ, the measure of angle X is 24° and the measure of angle Y is 98°. What is the measure of angle Z?",A,A
five-shot,gpt-4,geometry,12,Easy,23.5,Correct,"A rectangle has an area of 63 square meters and a length of 9 meters. What is the width, in meters, of the rectangle?",A,A
five-shot,gpt-4,geometry,32,Medium,4.94,Correct,"Two nearby trees are perpendicular to the ground, which is flat. One of these trees is 10 feet tall and has a shadow that is 5 feet long. At the same time, the shadow of the other tree is 2 feet long. How tall, in feet, is the other tree?",B,B
five-shot,gpt-4,geometry,7,Medium,31.56,Correct,"What is the volume, in cubic centimeters, of a right rectangular prism that has a length of 4 centimeters, a width of 9 centimeters, and a height of 10 centimeters?",360,360
five-shot,gpt-4,geometry,15,Medium,1.21,Correct,"A circle has a circumference of 31π centimeters. What is the diameter, in centimeters, of the circle?",31,31
five-shot,gpt-4,geometry,2,Hard,1.9,Correct,Square A has side lengths that are 166 times the side lengths of square B. The area of square A is k times the area of square B. What is the value of k?,27556,27556
five-shot,gpt-4,geometry,37,Hard,21.84,Correct,"Triangle XYZ is similar to triangle RST such that X, Y, and Z correspond to R, S, and T, respectively. The measure of ∠Z is 20° and 2XY = RS. What is the measure of ∠T?",C,C
five-shot,gemini-1.5-flash,reading_comp,N/A,Hard,1.3,Incorrect,N/A,A,D
five-shot,gemini-1.5-flash,reading_comp,N/A,Medium,0.98,Incorrect,N/A,A,B
five-shot,llama-3.1-8b,reading_comp,N/A,Hard,0.68,Incorrect,N/A,D,C
five-shot,llama-3.1-8b,reading_comp,N/A,Hard,9.58,Incorrect,N/A,D,A
five-shot,llama-3.1-8b,reading_comp,N/A,Medium,0.4,Incorrect,N/A,D,C
five-shot,llama-3.1-70b,reading_comp,N/A,Hard,0.69,Incorrect,N/A,D,C
five-shot,llama-3.1-70b,reading_comp,N/A,Medium,0.47,Incorrect,N/A,A,C
five-shot,llama-3.1-70b,reading_comp,N/A,Hard,0.54,Incorrect,N/A,D,A
five-shot,llama-3.1-70b,reading_comp,N/A,Medium,1.41,Incorrect,N/A,D,B
five-shot,llama-3.1-405b,reading_comp,N/A,Hard,0.66,Incorrect,N/A,D,C
five-shot,llama-3.1-405b,reading_comp,N/A,Hard,0.86,Incorrect,N/A,D,A
five-shot,llama-3.1-405b,reading_comp,N/A,Hard,0.75,Incorrect,N/A,D,A
five-shot,gemini-1.5-flash,expression_of_ideas,N/A,Medium,1.07,Incorrect,N/A,B,A
five-shot,gpt-4o-mini,reading_comp,N/A,Hard,1.07,Incorrect,N/A,C,A
five-shot,gpt-4o,reading_comp,N/A,Hard,12.02,Incorrect,N/A,D,C
five-shot,gpt-4o,reading_comp,N/A,Hard,20.16,Incorrect,N/A,D,A
five-shot,gpt-4o,reading_comp,N/A,Medium,0,Incorrect,N/A,A,
five-shot,gpt-4o,reading_comp,N/A,Easy,0,Incorrect,N/A,B,
five-shot,gpt-4o,reading_comp,N/A,Medium,0,Incorrect,N/A,B,
five-shot,gpt-4o,reading_comp,N/A,Easy,0,Incorrect,N/A,C,
five-shot,gpt-4o,reading_comp,N/A,Hard,0,Incorrect,N/A,C,
five-shot,gpt-4o,reading_comp,N/A,Hard,35.98,Incorrect,N/A,B,D
five-shot,gpt-4o,reading_comp,N/A,Medium,30.0,Incorrect,N/A,B,A
five-shot,gpt-4o,reading_comp,N/A,Medium,33.98,Incorrect,N/A,B,A
five-shot,gpt-4o-mini,expression_of_ideas,N/A,Hard,35.99,Incorrect,N/A,A,B
five-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,0.65,Incorrect,N/A,C,A
five-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,34.59,Incorrect,N/A,B,A
five-shot,gpt-4o-mini,expression_of_ideas,N/A,Medium,30.06,Incorrect,N/A,A,B
five-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,1.55,Incorrect,N/A,C,D
five-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.65,Incorrect,N/A,B,C
five-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,28.25,Incorrect,N/A,B,D
five-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.39,Incorrect,N/A,B,A
five-shot,llama-3.1-8b,expression_of_ideas,N/A,Medium,0.55,Incorrect,N/A,B,D
five-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.85,Incorrect,N/A,C,D
five-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,61.39,Incorrect,N/A,B,C
five-shot,llama-3.1-70b,expression_of_ideas,N/A,Medium,0.83,Incorrect,N/A,B,A
five-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.78,Incorrect,N/A,C,A
five-shot,llama-3.1-405b,expression_of_ideas,N/A,Medium,0.69,Incorrect,N/A,B,A
five-shot,gpt-4,expression_of_ideas,N/A,Easy,23.49,Incorrect,N/A,D,C
five-shot,gpt-4,expression_of_ideas,N/A,Easy,0.96,Incorrect,N/A,D,C
five-shot,gpt-4,expression_of_ideas,N/A,Hard,0.09,Incorrect,N/A,A,C
five-shot,gpt-4,expression_of_ideas,N/A,Easy,0.14,Incorrect,N/A,A,C
five-shot,gpt-4,expression_of_ideas,N/A,Medium,61.06,Incorrect,N/A,A,D
five-shot,gpt-4,expression_of_ideas,N/A,Hard,22.15,Incorrect,N/A,A,C
five-shot,gpt-4,expression_of_ideas,N/A,Hard,0.14,Incorrect,N/A,D,C
five-shot,gpt-4,expression_of_ideas,N/A,Hard,0.12,Incorrect,N/A,D,C
five-shot,gpt-4,expression_of_ideas,N/A,Medium,7.77,Incorrect,N/A,D,C
five-shot,gpt-4,expression_of_ideas,N/A,Medium,0.09,Incorrect,N/A,B,C
five-shot,gpt-4,expression_of_ideas,N/A,Medium,23.25,Incorrect,N/A,B,C
five-shot,gpt-4,expression_of_ideas,N/A,Medium,1.45,Incorrect,N/A,D,C
five-shot,gpt-4,expression_of_ideas,N/A,Medium,1.53,Incorrect,N/A,D,C
five-shot,gpt-4,expression_of_ideas,N/A,Medium,29.18,Incorrect,N/A,D,C
five-shot,gpt-4,expression_of_ideas,N/A,Medium,2.08,Incorrect,N/A,A,C
five-shot,gpt-4,expression_of_ideas,N/A,Medium,0.22,Incorrect,N/A,B,C
five-shot,gpt-4o,expression_of_ideas,N/A,Medium,30.74,Incorrect,N/A,D,B
five-shot,gpt-4o,expression_of_ideas,N/A,Hard,17.47,Incorrect,N/A,A,B
five-shot,gpt-4o,expression_of_ideas,N/A,Medium,23.09,Incorrect,N/A,C,A
five-shot,gpt-4o,expression_of_ideas,N/A,Medium,0,Incorrect,N/A,C,
five-shot,gpt-4o,expression_of_ideas,N/A,Medium,0,Incorrect,N/A,B,
five-shot,gpt-4o,expression_of_ideas,N/A,Medium,0,Incorrect,N/A,C,
five-shot,gpt-4o,expression_of_ideas,N/A,Medium,0,Incorrect,N/A,A,
five-shot,gpt-4,algebra,N/A,Easy,19.6,Incorrect,N/A,A,60
five-shot,gpt-4,algebra,N/A,Hard,7.05,Incorrect,N/A,D,60
five-shot,gpt-4,algebra,N/A,Easy,20.05,Incorrect,N/A,40,60
five-shot,gpt-4,algebra,N/A,Easy,3.11,Incorrect,N/A,C,60
five-shot,gpt-4,algebra,N/A,Easy,1.7,Incorrect,N/A,21,60
five-shot,gpt-4,algebra,N/A,Medium,25.64,Incorrect,N/A,B,60
five-shot,gpt-4,algebra,N/A,Medium,26.72,Incorrect,N/A,B,60
five-shot,gpt-4,algebra,N/A,Medium,9.08,Incorrect,N/A,2,60
five-shot,gpt-4,algebra,N/A,Easy,0.29,Incorrect,N/A,1/5,60
five-shot,gpt-4,algebra,N/A,Easy,7.87,Incorrect,N/A,35,60
five-shot,gpt-4,algebra,N/A,Medium,32.35,Incorrect,N/A,A,60
